MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
"CB6.4",2172,"BAY213","TWQM","MAIN","VADEQ","ODU","CB6.4",2/14/1995,15:11:00,10,,,6,"BP","D","S1","TP",,0.04400,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",2172,"BAY213","TWQM","MAIN","VADEQ","ODU","CB6.4",2/14/1995,15:11:00,10,,,9,"B ","D","S1","TP",,0.04500,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8554,"BAY214","TWQM","MAIN","VADEQ","ODU","CB6.4",3/6/1995,15:00:00,11,6.00,8.00,1,"S ","D","S1","TP","<",0.01500,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8554,"BAY214","TWQM","MAIN","VADEQ","ODU","CB6.4",3/6/1995,15:00:00,11,6.00,8.00,1,"S ","D","S1","TP","<",0.01150,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8554,"BAY214","TWQM","MAIN","VADEQ","ODU","CB6.4",3/6/1995,15:00:00,11,6.00,8.00,5,"AP","D","S1","TP",,0.01700,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8554,"BAY214","TWQM","MAIN","VADEQ","ODU","CB6.4",3/6/1995,15:00:00,11,6.00,8.00,9,"BP","D","S1","TP",,0.02000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8554,"BAY214","TWQM","MAIN","VADEQ","ODU","CB6.4",3/6/1995,15:00:00,11,6.00,8.00,10,"B ","D","S1","TP",,0.02000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8961,"BAY216","TWQM","MAIN","VADEQ","ODU","CB6.4",4/11/1995,14:15:00,10,5.00,8.00,1,"S ","D","S1","TP","<",0.01700,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8961,"BAY216","TWQM","MAIN","VADEQ","ODU","CB6.4",4/11/1995,14:15:00,10,5.00,8.00,1,"S ","D","S1","TP","<",0.01450,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",4333,"BAY236","TWQM","MAIN","VADEQ","ODU","CB6.4",4/8/1996,10:53:00,10,6.00,8.00,1,"S ","D","S1","TP","<",0.01400,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",4333,"BAY236","TWQM","MAIN","VADEQ","ODU","CB6.4",4/8/1996,10:53:00,10,6.00,8.00,1,"S ","D","S1","TP","<",0.01150,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",4333,"BAY236","TWQM","MAIN","VADEQ","ODU","CB6.4",4/8/1996,10:53:00,10,6.00,8.00,5,"AP","D","S1","TP",,0.01700,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",4333,"BAY236","TWQM","MAIN","VADEQ","ODU","CB6.4",4/8/1996,10:53:00,10,6.00,8.00,9,"B ","D","S1","TP",,0.04800,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",4777,"BAY238","TWQM","MAIN","VADEQ","ODU","CB6.4",5/14/1996,11:21:00,8,6.00,7.00,1,"S ","D","S1","TP",,0.02000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",4333,"BAY236","TWQM","MAIN","VADEQ","ODU","CB6.4",4/8/1996,10:53:00,10,6.00,8.00,9,"BP","D","S1","TP",,0.02800,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5149,"BAY240","TWQM","MAIN","VADEQ","ODU","CB6.4",6/12/1996,11:48:00,11,1.00,2.00,1,"S ","D","S1","TP",,0.03000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",4777,"BAY238","TWQM","MAIN","VADEQ","ODU","CB6.4",5/14/1996,11:21:00,8,6.00,7.00,7,"BP","D","S1","TP",,0.03300,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",4777,"BAY238","TWQM","MAIN","VADEQ","ODU","CB6.4",5/14/1996,11:21:00,8,6.00,7.00,7,"B ","D","S1","TP",,0.05600,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5149,"BAY240","TWQM","MAIN","VADEQ","ODU","CB6.4",6/12/1996,11:48:00,11,1.00,2.00,1,"AP","D","S1","TP",,0.03300,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5149,"BAY240","TWQM","MAIN","VADEQ","ODU","CB6.4",6/12/1996,11:48:00,11,1.00,2.00,3,"BP","D","S1","TP",,0.04700,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5333,"BAY242","TWQM","MAIN","VADEQ","ODU","CB6.4",7/9/1996,11:45:00,9,3.00,4.00,5,"BP","D","S1","TP",,0.05500,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5333,"BAY242","TWQM","MAIN","VADEQ","ODU","CB6.4",7/9/1996,11:45:00,9,3.00,4.00,2,"AP","D","S1","TP",,0.06700,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5149,"BAY240","TWQM","MAIN","VADEQ","ODU","CB6.4",6/12/1996,11:48:00,11,1.00,2.00,10,"B ","D","S1","TP",,0.05400,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5333,"BAY242","TWQM","MAIN","VADEQ","ODU","CB6.4",7/9/1996,11:45:00,9,3.00,4.00,8,"B ","D","S1","TP",,0.06300,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5333,"BAY242","TWQM","MAIN","VADEQ","ODU","CB6.4",7/9/1996,11:45:00,9,3.00,4.00,1,"S ","D","S1","TP",,0.06000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",96609,"BAY087","TWQM","MAIN","VADEQ","ODU","CB6.4",9/19/1988,12:49:00,10,3.00,7.00,9,"B ","D","S1","TP",,0.04210,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5551,"BAY243","TWQM","MAIN","VADEQ","ODU","CB6.4",7/24/1996,11:14:00,9,5.00,7.00,1,"S ","D","S1","TP",,0.03600,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5551,"BAY243","TWQM","MAIN","VADEQ","ODU","CB6.4",7/24/1996,11:14:00,9,5.00,7.00,4,"AP","D","S1","TP",,0.04200,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5551,"BAY243","TWQM","MAIN","VADEQ","ODU","CB6.4",7/24/1996,11:14:00,9,5.00,7.00,8,"B ","D","S1","TP",,0.08300,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5551,"BAY243","TWQM","MAIN","VADEQ","ODU","CB6.4",7/24/1996,11:14:00,9,5.00,7.00,8,"BP","D","S1","TP",,0.07600,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5644,"BAY244","TWQM","MAIN","VADEQ","ODU","CB6.4",8/5/1996,11:13:00,10,3.00,8.00,1,"S ","D","S1","TP",,0.03200,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5644,"BAY244","TWQM","MAIN","VADEQ","ODU","CB6.4",8/5/1996,11:13:00,10,3.00,8.00,2,"AP","D","S1","TP",,0.03100,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5644,"BAY244","TWQM","MAIN","VADEQ","ODU","CB6.4",8/5/1996,11:13:00,10,3.00,8.00,9,"B ","D","S1","TP",,0.06300,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5644,"BAY244","TWQM","MAIN","VADEQ","ODU","CB6.4",8/5/1996,11:13:00,10,3.00,8.00,8,"BP","D","S1","TP",,0.06000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5914,"BAY245","TWQM","MAIN","VADEQ","ODU","CB6.4",8/26/1996,14:14:00,10,2.00,6.00,1,"AP","D","S1","TP",,0.04000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5914,"BAY245","TWQM","MAIN","VADEQ","ODU","CB6.4",8/26/1996,14:14:00,10,2.00,6.00,9,"B ","D","S1","TP",,0.07900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5914,"BAY245","TWQM","MAIN","VADEQ","ODU","CB6.4",8/26/1996,14:14:00,10,2.00,6.00,1,"S ","D","S1","TP",,0.03900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",5914,"BAY245","TWQM","MAIN","VADEQ","ODU","CB6.4",8/26/1996,14:14:00,10,2.00,6.00,7,"BP","D","S1","TP",,0.06800,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",6035,"BAY246","TWQM","MAIN","VADEQ","ODU","CB6.4",9/9/1996,11:47:00,9,5.00,7.00,4,"AP","D","S1","TP",,0.04900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",6035,"BAY246","TWQM","MAIN","VADEQ","ODU","CB6.4",9/9/1996,11:47:00,9,5.00,7.00,1,"S ","D","S1","TP",,0.07800,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",6035,"BAY246","TWQM","MAIN","VADEQ","ODU","CB6.4",9/9/1996,11:47:00,9,5.00,7.00,8,"B ","D","S1","TP",,0.06700,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13099,"BAY196","TWQM","MAIN","VADEQ","ODU","CB6.4",4/5/1994,14:50:00,9,,,1,"S ","D","S1","TP",,0.02100,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",6035,"BAY246","TWQM","MAIN","VADEQ","ODU","CB6.4",9/9/1996,11:47:00,9,5.00,7.00,8,"BP","D","S1","TP",,0.06500,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13099,"BAY196","TWQM","MAIN","VADEQ","ODU","CB6.4",4/5/1994,14:50:00,9,,,3,"AP","D","S1","TP",,0.02300,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13099,"BAY196","TWQM","MAIN","VADEQ","ODU","CB6.4",4/5/1994,14:50:00,9,,,6,"BP","D","S1","TP",,0.02900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13099,"BAY196","TWQM","MAIN","VADEQ","ODU","CB6.4",4/5/1994,14:50:00,9,,,8,"B ","D","S1","TP",,0.02600,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13292,"BAY197","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/1994,14:15:00,9,6.00,7.00,1,"S ","D","S1","TP","<",0.01300,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13292,"BAY197","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/1994,14:15:00,9,6.00,7.00,1,"S ","D","S1","TP","<",0.01050,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13292,"BAY197","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/1994,14:15:00,9,6.00,7.00,5,"AP","D","S1","TP","<",0.01400,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13292,"BAY197","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/1994,14:15:00,9,6.00,7.00,5,"AP","D","S1","TP","<",0.01150,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13292,"BAY197","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/1994,14:15:00,9,6.00,7.00,8,"B ","D","S1","TP",,0.02500,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13583,"BAY198","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1994,10:06:00,10,6.00,7.00,5,"AP","D","S1","TP","<",0.01500,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13583,"BAY198","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1994,10:06:00,10,6.00,7.00,5,"AP","D","S1","TP","<",0.01250,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13583,"BAY198","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1994,10:06:00,10,6.00,7.00,8,"BP","D","S1","TP","<",0.01500,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13583,"BAY198","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1994,10:06:00,10,6.00,7.00,8,"BP","D","S1","TP","<",0.01250,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13583,"BAY198","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1994,10:06:00,10,6.00,7.00,9,"B ","D","S1","TP","<",0.01900,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13583,"BAY198","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1994,10:06:00,10,6.00,7.00,9,"B ","D","S1","TP","<",0.01650,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13583,"BAY198","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1994,10:06:00,10,6.00,7.00,1,"S ","D","S1","TP","<",0.01400,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13583,"BAY198","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1994,10:06:00,10,6.00,7.00,1,"S ","D","S1","TP","<",0.01150,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13292,"BAY197","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/1994,14:15:00,9,6.00,7.00,8,"BP","D","S1","TP",,0.02200,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13763,"BAY199","TWQM","MAIN","VADEQ","ODU","CB6.4",5/24/1994,13:56:00,10,2.00,6.00,1,"AP","D","S1","TP","<",0.01500,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13763,"BAY199","TWQM","MAIN","VADEQ","ODU","CB6.4",5/24/1994,13:56:00,10,2.00,6.00,1,"AP","D","S1","TP","<",0.01250,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13763,"BAY199","TWQM","MAIN","VADEQ","ODU","CB6.4",5/24/1994,13:56:00,10,2.00,6.00,1,"S ","D","S1","TP","<",0.01200,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13763,"BAY199","TWQM","MAIN","VADEQ","ODU","CB6.4",5/24/1994,13:56:00,10,2.00,6.00,1,"S ","D","S1","TP","<",0.00950,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13763,"BAY199","TWQM","MAIN","VADEQ","ODU","CB6.4",5/24/1994,13:56:00,10,2.00,6.00,7,"BP","D","S1","TP","<",0.01400,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13763,"BAY199","TWQM","MAIN","VADEQ","ODU","CB6.4",5/24/1994,13:56:00,10,2.00,6.00,7,"BP","D","S1","TP","<",0.01150,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13763,"BAY199","TWQM","MAIN","VADEQ","ODU","CB6.4",5/24/1994,13:56:00,10,2.00,6.00,9,"B ","D","S1","TP","<",0.01600,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13763,"BAY199","TWQM","MAIN","VADEQ","ODU","CB6.4",5/24/1994,13:56:00,10,2.00,6.00,9,"B ","D","S1","TP","<",0.01350,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13969,"BAY200","TWQM","MAIN","VADEQ","ODU","CB6.4",6/13/1994,14:07:00,10,4.00,7.00,1,"S ","D","S1","TP","<",0.02100,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13969,"BAY200","TWQM","MAIN","VADEQ","ODU","CB6.4",6/13/1994,14:07:00,10,4.00,7.00,1,"S ","D","S1","TP","<",0.01850,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13969,"BAY200","TWQM","MAIN","VADEQ","ODU","CB6.4",6/13/1994,14:07:00,10,4.00,7.00,9,"B ","D","S1","TP",,0.01900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",14249,"BAY201","TWQM","MAIN","VADEQ","ODU","CB6.4",6/30/1994,11:36:00,10,,,1,"S ","D","S1","TP",,0.03400,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",14249,"BAY201","TWQM","MAIN","VADEQ","ODU","CB6.4",6/30/1994,11:36:00,10,,,3,"AP","D","S1","TP",,0.03500,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",14249,"BAY201","TWQM","MAIN","VADEQ","ODU","CB6.4",6/30/1994,11:36:00,10,,,9,"B ","D","S1","TP",,0.03500,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",14249,"BAY201","TWQM","MAIN","VADEQ","ODU","CB6.4",6/30/1994,11:36:00,10,,,7,"BP","D","S1","TP",,0.03800,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",14448,"BAY202","TWQM","MAIN","VADEQ","ODU","CB6.4",7/13/1994,08:02:00,10,2.00,4.00,1,"S ","D","S1","TP",,0.04200,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",14448,"BAY202","TWQM","MAIN","VADEQ","ODU","CB6.4",7/13/1994,08:02:00,10,2.00,4.00,5,"BP","D","S1","TP",,0.04000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",14678,"BAY203","TWQM","MAIN","VADEQ","ODU","CB6.4",7/27/1994,10:03:00,10,3.00,5.00,1,"S ","D","S1","TP",,0.04000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",14678,"BAY203","TWQM","MAIN","VADEQ","ODU","CB6.4",7/27/1994,10:03:00,10,3.00,5.00,9,"B ","D","S1","TP",,0.05600,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",14678,"BAY203","TWQM","MAIN","VADEQ","ODU","CB6.4",7/27/1994,10:03:00,10,3.00,5.00,2,"AP","D","S1","TP",,0.04000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",14678,"BAY203","TWQM","MAIN","VADEQ","ODU","CB6.4",7/27/1994,10:03:00,10,3.00,5.00,6,"BP","D","S1","TP",,0.04100,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8961,"BAY216","TWQM","MAIN","VADEQ","ODU","CB6.4",4/11/1995,14:15:00,10,5.00,8.00,4,"AP","D","S1","TP","<",0.01900,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8961,"BAY216","TWQM","MAIN","VADEQ","ODU","CB6.4",4/11/1995,14:15:00,10,5.00,8.00,4,"AP","D","S1","TP","<",0.01650,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8961,"BAY216","TWQM","MAIN","VADEQ","ODU","CB6.4",4/11/1995,14:15:00,10,5.00,8.00,9,"B ","D","S1","TP","<",0.02000,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8961,"BAY216","TWQM","MAIN","VADEQ","ODU","CB6.4",4/11/1995,14:15:00,10,5.00,8.00,9,"B ","D","S1","TP","<",0.01750,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8961,"BAY216","TWQM","MAIN","VADEQ","ODU","CB6.4",4/11/1995,14:15:00,10,5.00,8.00,9,"BP","D","S1","TP","<",0.02000,"MG/L","D01A","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",8961,"BAY216","TWQM","MAIN","VADEQ","ODU","CB6.4",4/11/1995,14:15:00,10,5.00,8.00,9,"BP","D","S1","TP","<",0.01750,"MG/L","D01B","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9130,"BAY217","TWQM","MAIN","VADEQ","ODU","CB6.4",4/25/1995,11:05:00,11,7.00,10.00,1,"S ","D","S1","TP",,0.01600,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9130,"BAY217","TWQM","MAIN","VADEQ","ODU","CB6.4",4/25/1995,11:05:00,11,7.00,10.00,6,"AP","D","S1","TP",,0.02200,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9130,"BAY217","TWQM","MAIN","VADEQ","ODU","CB6.4",4/25/1995,11:05:00,11,7.00,10.00,10,"B ","D","S1","TP",,0.02000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9130,"BAY217","TWQM","MAIN","VADEQ","ODU","CB6.4",4/25/1995,11:05:00,11,7.00,10.00,10,"BP","D","S1","TP",,0.02000,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9350,"BAY218","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1995,14:55:00,9,6.00,7.00,5,"AP","D","S1","TP",,0.02600,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9350,"BAY218","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1995,14:55:00,9,6.00,7.00,8,"B ","D","S1","TP",,0.02900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9350,"BAY218","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1995,14:55:00,9,6.00,7.00,8,"BP","D","S1","TP",,0.03200,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9350,"BAY218","TWQM","MAIN","VADEQ","ODU","CB6.4",5/9/1995,14:55:00,9,6.00,7.00,1,"S ","D","S1","TP",,0.01900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9746,"BAY220","TWQM","MAIN","VADEQ","ODU","CB6.4",6/8/1995,14:27:00,11,3.00,5.00,1,"S ","D","S1","TP",,0.03200,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9527,"BAY219","TWQM","MAIN","VADEQ","ODU","CB6.4",5/23/1995,14:12:00,10,3.00,5.00,9,"B ","D","S1","TP",,0.02700,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9527,"BAY219","TWQM","MAIN","VADEQ","ODU","CB6.4",5/23/1995,14:12:00,10,3.00,5.00,6,"BP","D","S1","TP",,0.02900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9527,"BAY219","TWQM","MAIN","VADEQ","ODU","CB6.4",5/23/1995,14:12:00,10,3.00,5.00,2,"AP","D","S1","TP",,0.01700,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9527,"BAY219","TWQM","MAIN","VADEQ","ODU","CB6.4",5/23/1995,14:12:00,10,3.00,5.00,1,"S ","D","S1","TP",,0.01800,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9746,"BAY220","TWQM","MAIN","VADEQ","ODU","CB6.4",6/8/1995,14:27:00,11,3.00,5.00,2,"AP","D","S1","TP",,0.02300,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9746,"BAY220","TWQM","MAIN","VADEQ","ODU","CB6.4",6/8/1995,14:27:00,11,3.00,5.00,6,"BP","D","S1","TP",,0.02300,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",13969,"BAY200","TWQM","MAIN","VADEQ","ODU","CB6.4",6/13/1994,14:07:00,10,4.00,7.00,3,"AP","D","S1","TP",,0.02300,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9746,"BAY220","TWQM","MAIN","VADEQ","ODU","CB6.4",6/8/1995,14:27:00,11,3.00,5.00,10,"B ","D","S1","TP",,0.02800,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9838,"BAY221","TWQM","MAIN","VADEQ","ODU","CB6.4",6/19/1995,11:03:00,10,,,1,"S ","D","S1","TP",,0.03900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9838,"BAY221","TWQM","MAIN","VADEQ","ODU","CB6.4",6/19/1995,11:03:00,10,,,3,"AP","D","S1","TP",,0.04200,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9838,"BAY221","TWQM","MAIN","VADEQ","ODU","CB6.4",6/19/1995,11:03:00,10,,,6,"BP","D","S1","TP",,0.04200,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",9838,"BAY221","TWQM","MAIN","VADEQ","ODU","CB6.4",6/19/1995,11:03:00,10,,,9,"B ","D","S1","TP",,0.04800,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",10062,"BAY222","TWQM","MAIN","VADEQ","ODU","CB6.4",7/10/1995,15:12:00,10,3.00,5.00,1,"S ","D","S1","TP",,0.04700,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",10062,"BAY222","TWQM","MAIN","VADEQ","ODU","CB6.4",7/10/1995,15:12:00,10,3.00,5.00,2,"AP","D","S1","TP",,0.04300,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",10062,"BAY222","TWQM","MAIN","VADEQ","ODU","CB6.4",7/10/1995,15:12:00,10,3.00,5.00,6,"BP","D","S1","TP",,0.04900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",10062,"BAY222","TWQM","MAIN","VADEQ","ODU","CB6.4",7/10/1995,15:12:00,10,3.00,5.00,9,"B ","D","S1","TP",,0.04900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",10302,"BAY223","TWQM","MAIN","VADEQ","ODU","CB6.4",7/25/1995,15:03:00,10,4.00,6.00,7,"BP","D","S1","TP",,0.06700,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",10302,"BAY223","TWQM","MAIN","VADEQ","ODU","CB6.4",7/25/1995,15:03:00,10,4.00,6.00,1,"S ","D","S1","TP",,0.03800,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
"CB6.4",10302,"BAY223","TWQM","MAIN","VADEQ","ODU","CB6.4",7/25/1995,15:03:00,10,4.00,6.00,9,"B ","D","S1","TP",,0.07900,"MG/L","D01 ","AMRL",,,,,37.23653,-76.20799,"T3"
